SinhVienKey,MaSinhVien,HoTen,GioiTinh,NgaySinh,QueQuan,NgayNhapHoc,KhoaHoc,NamSinhVien,TrangThaiHocTap,LopKey,NganhKey,KhoaKey,NhomNangLuc
2011,SV13029019,Khoa Mai,Nữ,2004-07-31,Thái Nguyên,2022-08-11,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2012,SV13029020,Hoàng Đức Bùi,Nam,2004-03-14,Nam Định,2022-09-08,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2013,SV13029021,Nam Hoàng,Nam,2004-01-31,Hưng Yên,2022-09-08,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2014,SV13029022,Vi Mai,Nữ,2004-04-15,Vĩnh Phúc,2022-08-29,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2015,SV13029023,Bà Thành Trần,Nữ,2004-01-01,Bắc Ninh,2022-09-22,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2016,SV13029024,Trung Phạm,Nam,2004-04-27,Hà Nam,2022-08-20,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2017,SV13029025,Cô Nhật Trần,Nữ,2004-08-07,Nam Định,2022-08-22,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2018,SV13029026,Khoa Nguyễn,Nam,2004-12-17,Bắc Giang,2022-09-19,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2019,SV13029027,Minh Phạm,Nam,2004-05-31,Quảng Ninh,2022-09-28,Khóa 13,4,Tốt nghiệp,29,7,3,Xuất sắc
2020,SV13029028,Chi Vũ,Nữ,2004-01-20,Nghệ An,2022-08-22,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2021,SV13029029,Hải Mai Bảo Đặng,Nam,2004-04-05,Hà Nam,2022-08-30,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2022,SV13029030,Mai Dương,Nữ,2004-07-21,Nghệ An,2022-09-25,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2023,SV13029031,Quý cô Xuân Vũ,Nữ,2004-02-19,Ninh Bình,2022-08-26,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2024,SV13029032,Kim Lê,Nữ,2004-11-11,Nam Định,2022-08-27,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2025,SV13029033,Quý cô Kim Phạm,Nữ,2004-03-12,Nghệ An,2022-08-05,Khóa 13,4,Tốt nghiệp,29,7,3,Yếu
2026,SV13029034,Bảo Phạm,Nữ,2004-04-25,Hà Nam,2022-09-03,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2027,SV13029035,Phương Tấn Mai,Nam,2004-06-27,Bắc Ninh,2022-09-13,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2028,SV13029036,Nhật Trí Vũ,Nam,2004-10-09,Hà Nội,2022-09-11,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2029,SV13029037,Hoàng Đức Mai,Nam,2004-05-09,Thanh Hóa,2022-09-04,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2030,SV13029038,Cô Kim Vũ,Nữ,2004-08-27,Nghệ An,2022-09-04,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2031,SV13029039,Hà Vũ,Nữ,2004-03-07,Hải Phòng,2022-09-28,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2032,SV13029040,Tú Phạm,Nam,2004-08-30,Quảng Ninh,2022-08-30,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2033,SV13029041,Quý cô Hồng Nguyễn,Nữ,2004-11-24,Quảng Ninh,2022-08-05,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2034,SV13029042,Anh Trung Vũ,Nam,2004-05-02,Hà Nam,2022-08-14,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2035,SV13029043,Bác Thành Mai,Nam,2004-07-16,Thái Bình,2022-09-20,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2036,SV13029044,Hồng Nguyễn,Nữ,2004-04-29,Nam Định,2022-08-12,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2037,SV13029045,Cô Ngọc Phạm,Nữ,2004-12-15,Hưng Yên,2022-09-10,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2038,SV13029046,Phương Đặng,Nữ,2004-11-24,Bắc Ninh,2022-08-08,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2039,SV13029047,Cô Vi Trần,Nữ,2004-03-06,Nghệ An,2022-09-13,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2040,SV13029048,Nhiên Lê,Nam,2004-08-19,Phú Thọ,2022-09-29,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2041,SV13029049,Chị Ánh Dương,Nữ,2004-05-05,Hải Dương,2022-08-26,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2042,SV13029050,Cô Ánh Vũ,Nữ,2004-12-09,Ninh Bình,2022-09-18,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2043,SV13029051,Lan Lê,Nữ,2004-02-02,Phú Thọ,2022-08-07,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2044,SV13029052,Bà Nhật Phạm,Nữ,2004-02-27,Hải Phòng,2022-09-23,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2045,SV13029053,Bảo Trí Trần,Nam,2004-11-10,Nam Định,2022-09-03,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2046,SV13029054,Nhiên Hoàng Đặng,Nam,2004-10-30,Bắc Giang,2022-08-07,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2047,SV13029055,Quý cô Hà Lê,Nữ,2004-01-11,Ninh Bình,2022-08-27,Khóa 13,4,Tốt nghiệp,29,7,3,Yếu
2048,SV13029056,Vũ Lê,Nam,2004-04-12,Thanh Hóa,2022-08-29,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2049,SV13029057,Chi Vũ,Nữ,2004-11-15,Bắc Giang,2022-08-15,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2050,SV13029058,Ánh Mai,Nữ,2004-06-07,Hà Nam,2022-08-07,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2051,SV13029059,Anh Anh Vũ,Nam,2004-09-20,Ninh Bình,2022-09-19,Khóa 13,4,Tốt nghiệp,29,7,3,Yếu
2052,SV13029060,Hạnh Văn Bùi,Nam,2004-08-02,Thái Bình,2022-09-19,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2053,SV13029061,An Lê,Nữ,2004-04-06,Hải Phòng,2022-08-12,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2054,SV13029062,Cô Phương Phạm,Nữ,2004-11-27,Phú Thọ,2022-08-14,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2055,SV13029063,Phương Mai Trần,Nam,2004-01-04,Thái Bình,2022-08-13,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2056,SV13029064,Hải Quang Lê,Nam,2004-08-28,Hà Nam,2022-08-27,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2057,SV13029065,Cô Ánh Mai,Nữ,2004-09-06,Ninh Bình,2022-08-17,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2058,SV13029066,Hương Dương,Nữ,2004-10-01,Phú Thọ,2022-09-07,Khóa 13,4,Tốt nghiệp,29,7,3,Giỏi
2059,SV13029067,Nhiên Xuân Đặng,Nam,2004-01-17,Hưng Yên,2022-08-15,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2060,SV13029068,Bà Lan Dương,Nữ,2004-02-11,Hải Phòng,2022-08-23,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2061,SV13029069,Bà Ánh Lê,Nữ,2004-01-30,Thái Nguyên,2022-08-13,Khóa 13,4,Tốt nghiệp,29,7,3,Trung bình
2062,SV13029070,Chị Nhật Phạm,Nữ,2004-06-04,Nam Định,2022-08-21,Khóa 13,4,Tốt nghiệp,29,7,3,Khá
2063,SV14030001,Khoa Hoàng,Nữ,2005-05-02,Thái Bình,2023-08-01,Khóa 14,3,Đang học,30,7,3,Khá
2064,SV14030002,Bác Quang Nguyễn,Nam,2005-02-18,Quảng Ninh,2023-09-25,Khóa 14,3,Đang học,30,7,3,Khá
2065,SV14030003,Châu Phú Lê,Nam,2005-10-03,Hà Nam,2023-09-13,Khóa 14,3,Cảnh báo học vụ,30,7,3,Trung bình
2066,SV14030004,Vi Đặng,Nữ,2005-09-19,Thanh Hóa,2023-08-18,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2067,SV14030005,Anh Nhiên Mai,Nam,2005-04-24,Hải Phòng,2023-08-14,Khóa 14,3,Đang học,30,7,3,Khá
2068,SV14030006,Anh Anh Dương,Nam,2005-01-17,Hải Dương,2023-09-28,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2069,SV14030007,Bà Hải Bùi,Nữ,2005-02-04,Bắc Ninh,2023-09-14,Khóa 14,3,Đang học,30,7,3,Khá
2070,SV14030008,Ông Nhiên Vũ,Nam,2005-09-09,Ninh Bình,2023-09-04,Khóa 14,3,Cảnh báo học vụ,30,7,3,Yếu
2071,SV14030009,Bà Phương Bùi,Nữ,2005-09-04,Phú Thọ,2023-09-15,Khóa 14,3,Đang học,30,7,3,Trung bình
2072,SV14030010,Lâm Dương,Nữ,2005-08-14,Hưng Yên,2023-09-10,Khóa 14,3,Đang học,30,7,3,Khá
2073,SV14030011,Cô Vi Mai,Nữ,2005-09-18,Bắc Giang,2023-08-28,Khóa 14,3,Đang học,30,7,3,Khá
2074,SV14030012,Phúc Thế Vũ,Nam,2005-12-14,Hải Dương,2023-08-31,Khóa 14,3,Đang học,30,7,3,Giỏi
2075,SV14030013,Quý ông Quang Trần,Nam,2005-05-03,Hà Nam,2023-09-03,Khóa 14,3,Đang học,30,7,3,Khá
2076,SV14030014,Quang Hữu Phạm,Nam,2005-05-13,Hưng Yên,2023-08-25,Khóa 14,3,Bảo lưu,30,7,3,Trung bình
2077,SV14030015,Trung Đặng,Nam,2005-10-31,Hưng Yên,2023-08-28,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2078,SV14030016,Quý ông Quang Đặng,Nam,2005-06-02,Hà Nội,2023-09-02,Khóa 14,3,Đang học,30,7,3,Giỏi
2079,SV14030017,Quý ông Huy Vũ,Nam,2005-05-09,Hải Dương,2023-08-05,Khóa 14,3,Đang học,30,7,3,Khá
2080,SV14030018,Tùng Xuân Phạm,Nam,2005-05-28,Nam Định,2023-09-11,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2081,SV14030019,Minh Lê,Nam,2005-06-18,Quảng Ninh,2023-09-24,Khóa 14,3,Đang học,30,7,3,Trung bình
2082,SV14030020,Anh Châu Vũ,Nam,2005-01-29,Thái Nguyên,2023-09-03,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2083,SV14030021,Nhật Hải Đặng,Nam,2005-11-17,Nghệ An,2023-09-07,Khóa 14,3,Bảo lưu,30,7,3,Khá
2084,SV14030022,Chị Hải Đặng,Nữ,2005-10-01,Bắc Ninh,2023-09-05,Khóa 14,3,Đang học,30,7,3,Trung bình
2085,SV14030023,Bác Huy Hoàng,Nam,2005-05-23,Thanh Hóa,2023-09-18,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2086,SV14030024,Cô Vân Lê,Nữ,2005-08-21,Quảng Ninh,2023-08-04,Khóa 14,3,Đang học,30,7,3,Trung bình
2087,SV14030025,Nhật Mai,Nữ,2005-06-12,Nghệ An,2023-08-07,Khóa 14,3,Đang học,30,7,3,Giỏi
2088,SV14030026,Quang Hoàng,Nam,2005-03-27,Nam Định,2023-09-02,Khóa 14,3,Cảnh báo học vụ,30,7,3,Giỏi
2089,SV14030027,Thảo Vũ,Nữ,2005-05-25,Hà Nam,2023-08-09,Khóa 14,3,Đang học,30,7,3,Giỏi
2090,SV14030028,Huy Đức Vũ,Nam,2005-04-22,Thanh Hóa,2023-08-27,Khóa 14,3,Đang học,30,7,3,Khá
2091,SV14030029,Hưng Quang Phạm,Nam,2005-11-20,Vĩnh Phúc,2023-09-07,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2092,SV14030030,Dương Phạm,Nữ,2005-02-28,Phú Thọ,2023-08-26,Khóa 14,3,Đang học,30,7,3,Khá
2093,SV14030031,Tú Bùi,Nam,2005-04-26,Bắc Giang,2023-08-12,Khóa 14,3,Cảnh báo học vụ,30,7,3,Yếu
2094,SV14030032,Ông Trọng Đặng,Nam,2005-04-07,Thanh Hóa,2023-09-15,Khóa 14,3,Đang học,30,7,3,Khá
2095,SV14030033,Khoa Đức Dương,Nam,2005-09-16,Thái Nguyên,2023-09-20,Khóa 14,3,Đang học,30,7,3,Trung bình
2096,SV14030034,Bà Linh Mai,Nữ,2005-09-07,Bắc Giang,2023-09-02,Khóa 14,3,Đang học,30,7,3,Xuất sắc
2097,SV14030035,Khoa Lê,Nam,2005-10-01,Vĩnh Phúc,2023-08-26,Khóa 14,3,Đang học,30,7,3,Khá
2098,SV14030036,Bảo Thị Đặng,Nam,2005-09-04,Vĩnh Phúc,2023-09-11,Khóa 14,3,Đang học,30,7,3,Trung bình
2099,SV14030037,Chị Nhật Hoàng,Nữ,2005-12-03,Phú Thọ,2023-08-10,Khóa 14,3,Đang học,30,7,3,Khá
2100,SV14030038,Ông Quang Phạm,Nam,2005-09-03,Thái Bình,2023-08-01,Khóa 14,3,Đang học,30,7,3,Giỏi
2101,SV14030039,An Hữu Vũ,Nam,2005-03-15,Ninh Bình,2023-08-04,Khóa 14,3,Đang học,30,7,3,Yếu
2102,SV14030040,Phương Dương,Nữ,2005-08-22,Hà Nội,2023-08-04,Khóa 14,3,Đang học,30,7,3,Khá
2103,SV14030041,Phương Phạm,Nữ,2005-04-26,Hưng Yên,2023-09-19,Khóa 14,3,Đang học,30,7,3,Khá
2104,SV14030042,Hoàng Phạm,Nam,2005-01-12,Thái Bình,2023-09-05,Khóa 14,3,Bảo lưu,30,7,3,Xuất sắc
2105,SV14030043,Quang Bùi,Nam,2005-12-04,Hà Nam,2023-08-15,Khóa 14,3,Đang học,30,7,3,Trung bình
2106,SV14030044,Lan Trần,Nữ,2005-05-26,Vĩnh Phúc,2023-09-04,Khóa 14,3,Đang học,30,7,3,Trung bình
2107,SV14030045,Thành Lê,Nam,2005-04-08,Hà Nam,2023-09-09,Khóa 14,3,Đang học,30,7,3,Yếu
2108,SV14030046,Bà Kim Nguyễn,Nữ,2005-03-31,Phú Thọ,2023-09-27,Khóa 14,3,Cảnh báo học vụ,30,7,3,Khá
2109,SV14030047,Cô Thảo Vũ,Nữ,2005-03-23,Nam Định,2023-08-19,Khóa 14,3,Cảnh báo học vụ,30,7,3,Khá
2110,SV14030048,Quý cô Hồng Vũ,Nữ,2005-12-20,Vĩnh Phúc,2023-09-16,Khóa 14,3,Đang học,30,7,3,Khá
2111,SV14030049,Bà Lâm Lê,Nữ,2005-02-25,Hải Phòng,2023-09-10,Khóa 14,3,Đang học,30,7,3,Trung bình
2112,SV14030050,Tùng Phú Dương,Nam,2005-07-12,Phú Thọ,2023-08-15,Khóa 14,3,Đang học,30,7,3,Khá
2113,SV14030051,Xuân Đặng,Nữ,2005-02-10,Thái Bình,2023-08-12,Khóa 14,3,Đang học,30,7,3,Khá
2114,SV14030052,Hải Mai,Nữ,2005-06-06,Hải Phòng,2023-09-20,Khóa 14,3,Đang học,30,7,3,Yếu
2115,SV14030053,Vũ Hoàng Lê,Nam,2005-12-30,Nam Định,2023-08-27,Khóa 14,3,Đang học,30,7,3,Trung bình
2116,SV14030054,Bác Châu Đặng,Nam,2005-01-03,Bắc Ninh,2023-08-02,Khóa 14,3,Đang học,30,7,3,Yếu
2117,SV14030055,Thảo Dương,Nữ,2005-01-24,Ninh Bình,2023-08-26,Khóa 14,3,Đang học,30,7,3,Khá
2118,SV14030056,Quang Tấn Vũ,Nam,2005-05-03,Hải Dương,2023-08-25,Khóa 14,3,Đang học,30,7,3,Khá
2119,SV14030057,Nhật Thế Bùi,Nam,2005-08-17,Thái Bình,2023-09-12,Khóa 14,3,Đang học,30,7,3,Khá
2120,SV14030058,Bà Hạnh Phạm,Nữ,2005-04-14,Bắc Giang,2023-08-05,Khóa 14,3,Đang học,30,7,3,Khá
2121,SV14030059,Cô Vi Bùi,Nữ,2005-07-05,Hải Dương,2023-08-27,Khóa 14,3,Đang học,30,7,3,Giỏi
2122,SV14030060,Yến Bùi,Nữ,2005-07-12,Hưng Yên,2023-08-27,Khóa 14,3,Bảo lưu,30,7,3,Khá
2123,SV14030061,Quý cô Yến Trần,Nữ,2005-03-22,Hải Dương,2023-09-03,Khóa 14,3,Đang học,30,7,3,Khá
2124,SV14030062,Nhiên Mai,Nam,2005-08-09,Nam Định,2023-08-20,Khóa 14,3,Đang học,30,7,3,Khá
2125,SV14030063,Chị Vi Lê,Nữ,2005-01-11,Bắc Giang,2023-09-18,Khóa 14,3,Đang học,30,7,3,Khá
2126,SV14030064,Anh Đức Phạm,Nam,2005-02-21,Bắc Giang,2023-08-27,Khóa 14,3,Đang học,30,7,3,Khá
2127,SV14030065,Kim Bùi,Nữ,2005-01-05,Bắc Ninh,2023-08-17,Khóa 14,3,Đang học,30,7,3,Khá
2128,SV14030066,Nam Hoàng Dương,Nam,2005-01-30,Nghệ An,2023-08-10,Khóa 14,3,Đang học,30,7,3,Trung bình
2129,SV14030067,Ông Châu Hoàng,Nam,2005-12-29,Thái Nguyên,2023-09-05,Khóa 14,3,Đang học,30,7,3,Khá
2130,SV14030068,Bà Ánh Đặng,Nữ,2005-05-05,Vĩnh Phúc,2023-08-14,Khóa 14,3,Bảo lưu,30,7,3,Khá
2131,SV14030069,Bà Vi Trần,Nữ,2005-05-07,Ninh Bình,2023-09-02,Khóa 14,3,Đang học,30,7,3,Trung bình
2132,SV14030070,Bác Dũng Vũ,Nam,2005-07-06,Ninh Bình,2023-09-17,Khóa 14,3,Đang học,30,7,3,Khá
2133,SV15031001,Phương Phạm,Nữ,2006-08-03,Nam Định,2024-08-25,Khóa 15,2,Cảnh báo học vụ,31,7,3,Khá
2134,SV15031002,Lâm Phạm,Nữ,2006-11-04,Bắc Ninh,2024-08-01,Khóa 15,2,Cảnh báo học vụ,31,7,3,Khá
2135,SV15031003,Lâm Đức Dương,Nam,2006-02-01,Thái Nguyên,2024-09-04,Khóa 15,2,Đang học,31,7,3,Yếu
2136,SV15031004,Thành Vũ,Nữ,2006-08-21,Hải Phòng,2024-09-18,Khóa 15,2,Đang học,31,7,3,Khá
2137,SV15031005,Quang Mai,Nam,2006-12-02,Thái Nguyên,2024-09-26,Khóa 15,2,Đang học,31,7,3,Trung bình
2138,SV15031006,Chị Bảo Bùi,Nữ,2006-01-30,Vĩnh Phúc,2024-08-28,Khóa 15,2,Đang học,31,7,3,Giỏi
2139,SV15031007,Bà An Phạm,Nữ,2006-03-14,Thái Bình,2024-09-25,Khóa 15,2,Đang học,31,7,3,Khá
2140,SV15031008,Anh Nhiên Hoàng,Nam,2006-09-27,Hải Phòng,2024-08-15,Khóa 15,2,Đang học,31,7,3,Khá
2141,SV15031009,Quý cô Lâm Phạm,Nữ,2006-08-31,Hải Dương,2024-08-08,Khóa 15,2,Đang học,31,7,3,Khá
2142,SV15031010,Anh Trọng Hoàng,Nam,2006-04-28,Hà Nội,2024-08-21,Khóa 15,2,Đang học,31,7,3,Khá
2143,SV15031011,Lâm Phạm,Nữ,2006-04-07,Thái Nguyên,2024-08-31,Khóa 15,2,Đang học,31,7,3,Khá
2144,SV15031012,Quý cô Hương Lê,Nữ,2006-04-30,Vĩnh Phúc,2024-09-28,Khóa 15,2,Đang học,31,7,3,Trung bình
2145,SV15031013,Phương Xuân Trần,Nam,2006-11-02,Nam Định,2024-09-19,Khóa 15,2,Đang học,31,7,3,Trung bình
2146,SV15031014,Thảo Mai,Nữ,2006-12-13,Thái Bình,2024-09-15,Khóa 15,2,Đang học,31,7,3,Trung bình
2147,SV15031015,Anh Vũ Phạm,Nam,2006-06-13,Hà Nội,2024-09-19,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2148,SV15031016,Hải Tấn Trần,Nam,2006-02-10,Quảng Ninh,2024-08-04,Khóa 15,2,Bảo lưu,31,7,3,Giỏi
2149,SV15031017,Ông Bảo Phạm,Nam,2006-01-29,Thanh Hóa,2024-08-31,Khóa 15,2,Cảnh báo học vụ,31,7,3,Yếu
2150,SV15031018,Bà Hương Nguyễn,Nữ,2006-09-26,Hà Nội,2024-09-19,Khóa 15,2,Đang học,31,7,3,Giỏi
2151,SV15031019,Vũ Văn Vũ,Nam,2006-04-25,Thái Nguyên,2024-08-13,Khóa 15,2,Đang học,31,7,3,Khá
2152,SV15031020,Chị Thảo Đặng,Nữ,2006-04-07,Nam Định,2024-08-18,Khóa 15,2,Đang học,31,7,3,Trung bình
2153,SV15031021,Bà Thảo Nguyễn,Nữ,2006-06-14,Thái Nguyên,2024-08-08,Khóa 15,2,Đang học,31,7,3,Trung bình
2154,SV15031022,Vũ Phú Đặng,Nam,2006-08-03,Thái Nguyên,2024-09-02,Khóa 15,2,Đang học,31,7,3,Trung bình
2155,SV15031023,Thành Mai Bảo Phạm,Nam,2006-09-03,Nghệ An,2024-09-11,Khóa 15,2,Cảnh báo học vụ,31,7,3,Khá
2156,SV15031024,Chị Kim Vũ,Nữ,2006-07-23,Hà Nam,2024-08-27,Khóa 15,2,Bảo lưu,31,7,3,Trung bình
2157,SV15031025,Bác Tú Nguyễn,Nam,2006-06-22,Hưng Yên,2024-09-08,Khóa 15,2,Đang học,31,7,3,Khá
2158,SV15031026,Quý cô Nhật Hoàng,Nữ,2006-06-13,Ninh Bình,2024-09-13,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2159,SV15031027,Anh Phúc Trần,Nam,2006-02-09,Thái Bình,2024-08-29,Khóa 15,2,Đang học,31,7,3,Trung bình
2160,SV15031028,Chị Kim Mai,Nữ,2006-03-04,Thái Nguyên,2024-08-01,Khóa 15,2,Đang học,31,7,3,Trung bình
2161,SV15031029,Nhật Lê,Nữ,2006-04-13,Hải Dương,2024-09-23,Khóa 15,2,Đang học,31,7,3,Trung bình
2162,SV15031030,Minh Đặng,Nam,2006-08-16,Vĩnh Phúc,2024-08-09,Khóa 15,2,Đang học,31,7,3,Khá
2163,SV15031031,Nhật Phạm,Nữ,2006-02-12,Ninh Bình,2024-08-10,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2164,SV15031032,Cô Yến Lê,Nữ,2006-12-24,Hà Nội,2024-09-16,Khóa 15,2,Đang học,31,7,3,Khá
2165,SV15031033,Xuân Đặng,Nữ,2006-06-24,Hải Phòng,2024-08-27,Khóa 15,2,Đang học,31,7,3,Giỏi
2166,SV15031034,Linh Hoàng,Nữ,2006-09-05,Thanh Hóa,2024-09-06,Khóa 15,2,Đang học,31,7,3,Trung bình
2167,SV15031035,Khoa Phạm,Nam,2006-04-24,Quảng Ninh,2024-09-13,Khóa 15,2,Đang học,31,7,3,Trung bình
2168,SV15031036,Chị Chi Hoàng,Nữ,2006-12-01,Hải Dương,2024-08-26,Khóa 15,2,Đang học,31,7,3,Khá
2169,SV15031037,Chị Yến Lê,Nữ,2006-02-12,Bắc Ninh,2024-09-02,Khóa 15,2,Đang học,31,7,3,Khá
2170,SV15031038,Chị Hà Đặng,Nữ,2006-11-02,Bắc Giang,2024-09-11,Khóa 15,2,Đang học,31,7,3,Khá
2171,SV15031039,Hạnh Nguyễn,Nữ,2006-01-14,Bắc Ninh,2024-08-04,Khóa 15,2,Đang học,31,7,3,Giỏi
2172,SV15031040,Bảo Mai,Nam,2006-05-30,Bắc Ninh,2024-08-02,Khóa 15,2,Đang học,31,7,3,Trung bình
2173,SV15031041,Anh Minh Lê,Nam,2006-12-20,Phú Thọ,2024-08-26,Khóa 15,2,Đang học,31,7,3,Khá
2174,SV15031042,Cô Chi Bùi,Nữ,2006-10-07,Nam Định,2024-08-01,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2175,SV15031043,Quý ông Nam Lê,Nam,2006-06-08,Vĩnh Phúc,2024-08-11,Khóa 15,2,Đang học,31,7,3,Khá
2176,SV15031044,Khoa Hoàng,Nữ,2006-06-27,Hải Dương,2024-09-05,Khóa 15,2,Cảnh báo học vụ,31,7,3,Khá
2177,SV15031045,Lan Dương,Nữ,2006-10-10,Nam Định,2024-08-14,Khóa 15,2,Đang học,31,7,3,Khá
2178,SV15031046,Hồng Bùi,Nữ,2006-10-01,Hà Nội,2024-08-25,Khóa 15,2,Đang học,31,7,3,Trung bình
2179,SV15031047,Khoa Dương,Nữ,2006-08-10,Bắc Giang,2024-08-25,Khóa 15,2,Đang học,31,7,3,Khá
2180,SV15031048,Bảo Quang Bùi,Nam,2006-12-08,Nghệ An,2024-09-09,Khóa 15,2,Đang học,31,7,3,Khá
2181,SV15031049,Mai Đặng,Nữ,2006-05-15,Hải Phòng,2024-08-19,Khóa 15,2,Cảnh báo học vụ,31,7,3,Yếu
2182,SV15031050,Trọng Dương,Nam,2006-09-10,Phú Thọ,2024-08-15,Khóa 15,2,Đang học,31,7,3,Khá
2183,SV15031051,Hà Đức Mai,Nam,2006-03-27,Thái Nguyên,2024-09-27,Khóa 15,2,Đang học,31,7,3,Yếu
2184,SV15031052,Nhiên Mai Phạm,Nam,2006-08-08,Thái Nguyên,2024-08-26,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2185,SV15031053,Bà Nhật Trần,Nữ,2006-07-02,Bắc Giang,2024-09-24,Khóa 15,2,Cảnh báo học vụ,31,7,3,Khá
2186,SV15031054,Duyên Dương,Nữ,2006-06-24,Hà Nội,2024-09-22,Khóa 15,2,Đang học,31,7,3,Giỏi
2187,SV15031055,Mai Hoàng,Nữ,2006-04-16,Hà Nam,2024-09-03,Khóa 15,2,Đang học,31,7,3,Yếu
2188,SV15031056,Anh Dương,Nam,2006-01-09,Hưng Yên,2024-08-15,Khóa 15,2,Đang học,31,7,3,Trung bình
2189,SV15031057,Chị Hạnh Phạm,Nữ,2006-11-14,Bắc Ninh,2024-09-16,Khóa 15,2,Đang học,31,7,3,Xuất sắc
2190,SV15031058,Quý cô Thảo Mai,Nữ,2006-07-08,Quảng Ninh,2024-08-12,Khóa 15,2,Đang học,31,7,3,Trung bình
2191,SV15031059,Bà Bảo Nguyễn,Nữ,2006-04-23,Bắc Ninh,2024-09-28,Khóa 15,2,Đang học,31,7,3,Khá
2192,SV15031060,Cô Bảo Đặng,Nữ,2006-08-03,Ninh Bình,2024-08-11,Khóa 15,2,Đang học,31,7,3,Khá
2193,SV15031061,Ông Minh Vũ,Nam,2006-10-21,Bắc Ninh,2024-08-06,Khóa 15,2,Đang học,31,7,3,Khá
2194,SV15031062,Lâm Bảo Dương,Nam,2006-01-17,Nam Định,2024-09-18,Khóa 15,2,Đang học,31,7,3,Giỏi
2195,SV15031063,Hải Đức Mai,Nam,2006-10-05,Phú Thọ,2024-09-22,Khóa 15,2,Đang học,31,7,3,Khá
2196,SV15031064,Chị Thành Lê,Nữ,2006-11-14,Hải Phòng,2024-09-26,Khóa 15,2,Đang học,31,7,3,Khá
2197,SV15031065,Hương Trần,Nữ,2006-03-17,Ninh Bình,2024-08-11,Khóa 15,2,Đang học,31,7,3,Trung bình
2198,SV15031066,Thành Hoàng,Nữ,2006-05-27,Hải Dương,2024-08-08,Khóa 15,2,Đang học,31,7,3,Khá
2199,SV15031067,Anh Nhiên Vũ,Nam,2006-06-11,Ninh Bình,2024-09-17,Khóa 15,2,Cảnh báo học vụ,31,7,3,Yếu
